scenario,consensus,batch,tps,round_label,phase,rep,role,role_count,cpu_avg_mean,cpu_max_peak,mem_avg_mb_mean,mem_max_mb_peak,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,disk_read_b_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps,disk_write_mb_per_s
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.045,2.97,72.94999999999999,73.8,18.70447,20.50447,0.0,0.0,61.90721649484536,2.4170972056619484,2.649703367194005,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,3.53,5.63,54.15,56.2,15.56,18.979999999999997,40.0,0.0,61.90721649484536,2.010751040799334,2.452702747710241,0.6461282264779351
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,2.195,2.82,154.25,161.0,263.1,189.99,294.4,0.0,61.90721649484536,33.99926727726895,24.55158034970858,4.755503746877602
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,3.51,7.46,226.0,237.0,176.7,227.48,83.4,0.0,61.90721649484536,22.834171523730223,29.396249791840134,1.3471773522064947
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.0,9.106666666666667,10.5,0.00072,0.0,0.0,0.0,61.971104231166144,9.294654454621151e-05,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,1.055,3.0,73.4,75.4,18.604670000000002,20.404429999999998,0.0,0.0,61.971104231166144,2.401721929059118,2.634057308243131,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,4.0,7.01,55.0,56.9,15.58,18.979999999999997,39.8,0.0,61.971104231166144,2.0112599500416324,2.4501741881765193,0.6422348043297252
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,2.105,3.45,153.0,162.0,263.2,190.65,294.4,0.0,61.971104231166144,33.977125728559535,24.61147044129892,4.7506011656952545
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,3.6450000000000005,9.07,221.5,236.0,176.7,227.53,83.4,0.0,61.971104231166144,22.810631140716072,29.372399000832644,1.3457885095753541
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.0,9.0,10.9,0.0,0.0,0.0,0.0,61.90721649484536,0.0,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,1.145,4.58,71.8,72.8,18.8045,20.50443,0.0,0.0,61.90721649484536,2.430023646960866,2.6496981981681933,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,3.67,6.34,53.900000000000006,56.6,15.52,18.97,39.8,0.0,61.90721649484536,2.0055820149875103,2.4514104912572856,0.6428975853455454
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,2.1775,3.23,153.75,163.0,263.2,190.09,294.4,0.0,61.90721649484536,34.0121898417985,24.564502914238137,4.755503746877602
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,3.67,8.06,222.5,233.0,176.7,227.46,83.4,0.0,61.90721649484536,22.834171523730223,29.393665278934225,1.3471773522064947
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.0,9.1,10.1,0.0,0.0,0.0,0.0,61.90721649484536,0.0,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.035,2.7,73.1,74.4,18.80443,20.50443,0.0,0.0,61.90721649484536,2.4300146011656953,2.6496981981681933,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,3.7199999999999998,6.51,55.650000000000006,57.9,15.55,18.97,39.6,0.0,61.90721649484536,2.009458784346378,2.4514104912572856,0.6396669442131557
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,1.9700000000000002,3.15,154.25,165.0,263.2,190.13,294.4,0.0,61.90721649484536,34.0121898417985,24.569671940049957,4.755503746877602
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,3.65,8.23,224.0,231.0,176.7,227.46,83.4,0.0,61.90721649484536,22.834171523730223,29.393665278934225,1.3471773522064947
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.0,9.233333333333333,11.0,0.00072,0.0,0.0,0.0,61.90721649484536,9.304246461282266e-05,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,1.05,2.96,73.05,74.5,18.60459,20.404349999999997,0.0,0.0,61.90721649484536,2.4041901482098256,2.6367652955870104,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,3.5650000000000004,5.99,54.95,56.4,15.57,18.97,39.6,0.0,61.90721649484536,2.0120432972522897,2.4514104912572856,0.6396669442131557
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,1.7,2.43,153.75,167.0,262.8,189.97,294.4,0.0,61.90721649484536,33.96049958368027,24.548995836802664,4.755503746877602
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5,peer,2,3.34,7.19,218.5,230.0,176.7,227.5,83.4,0.0,61.90721649484536,22.834171523730223,29.398834304746046,1.3471773522064947
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,1,ca,3,0.0,0.0,10.366666666666667,10.8,0.0,0.0,0.0,0.0,62.099276111685626,0.0,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,1,chaincode,2,1.16,4.91,61.5,73.8,31.204919999999998,23.104750000000003,0.0,0.0,62.099276111685626,4.020004348376353,2.9764920233139054,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,1,couchdb,2,3.6799999999999997,6.52,60.099999999999994,64.8,27.6,11.32,48.8,0.0,62.099276111685626,3.5555970024979184,1.4583100749375522,0.7858384679433804
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,1,orderer,4,1.7349999999999999,2.3,114.75,158.0,331.8,239.89,372.4,0.0,62.099276111685626,42.74445961698585,30.904063946711073,5.996849292256453
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,1,peer,2,3.395,7.16,180.5,227.0,209.1,301.1,99.6,0.0,62.099276111685626,26.937512073272273,38.78950208159867,1.6038834304746044
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,2,ca,3,0.0,0.0,10.299999999999999,11.1,0.0023899999999999998,0.0,0.0,0.0,62.099276111685626,0.0003078940882597835,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,2,chaincode,2,1.19,5.67,61.900000000000006,75.5,31.00572,23.00475,0.0,0.0,62.099276111685626,3.994342213488759,2.9636094254787677,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,2,couchdb,2,4.16,8.04,61.15,65.0,27.6,11.33,48.8,0.0,62.099276111685626,3.5555970024979184,1.4595983347210657,0.7858384679433804
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,2,orderer,4,1.9,2.92,112.5,155.0,331.7,239.64000000000001,372.4,0.0,62.099276111685626,42.731577019150706,30.871857452123233,5.996849292256453
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,2,peer,2,3.56,8.18,178.5,233.0,209.1,300.0,99.6,0.0,62.099276111685626,26.937512073272273,38.64779350541215,1.6038834304746044
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,3,ca,3,0.0,0.0,10.270000000000001,10.8,0.0,0.0,0.0,0.0,61.84346035015449,0.0,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,3,chaincode,2,1.255,3.31,61.2,73.1,31.20469,23.10445,0.0,0.0,61.84346035015449,4.036603362531223,2.9887654887593667,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,3,couchdb,2,4.095000000000001,7.34,62.0,66.2,27.6,11.33,49.0,0.0,61.84346035015449,3.5703047460449624,1.465635970024979,0.7923230641132388
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,3,orderer,4,1.915,2.81,112.0,155.0,331.7,239.79000000000002,372.4,0.0,61.84346035015449,42.90833638634471,31.018962864279764,6.021655287260615
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,3,peer,2,3.8249999999999997,8.05,176.0,224.0,209.2,301.0,99.6,0.0,61.84346035015449,27.061875104079927,38.93701915070774,1.6105179017485427
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,4,ca,3,0.0,0.0,10.103333333333333,11.0,0.0,0.0,0.0,0.0,61.84346035015449,0.0,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,4,chaincode,2,1.265,5.47,61.699999999999996,74.4,31.00473,23.104560000000003,0.0,0.0,61.84346035015449,4.010736763363862,2.988779718234804,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,4,couchdb,2,3.9850000000000003,7.13,64.0,68.4,27.6,11.33,48.8,0.0,61.84346035015449,3.5703047460449624,1.465635970024979,0.7890890924229808
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,4,orderer,4,1.855,3.11,113.0,156.0,331.6,239.74,372.4,0.0,61.84346035015449,42.89540049958368,31.012494920899247,6.021655287260615
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,4,peer,2,3.665,7.77,174.0,222.0,209.2,300.1,99.6,0.0,61.84346035015449,27.061875104079927,38.82059616985845,1.6105179017485427
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,5,ca,3,0.0,0.0,10.33,11.0,0.00072,0.0,0.0,0.0,62.16356107660456,9.265878434637801e-05,0.0,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,5,chaincode,2,1.195,5.33,61.6,73.4,31.00524,23.10483,0.0,0.0,62.16356107660456,3.990149787177352,2.9734242504579513,0.0
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,5,couchdb,2,3.9450000000000003,7.26,61.65,66.3,27.6,11.33,49.0,0.0,62.16356107660456,3.5519200666111574,1.4580889258950873,0.7882431307243963
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,5,orderer,4,1.725,3.15,114.25,156.0,332.0,240.04,372.4,0.0,62.16356107660456,42.725995004163195,30.891409159034136,5.990647793505412
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,5,peer,2,3.6399999999999997,8.25,174.0,221.0,209.2,300.1,99.6,0.0,62.16356107660456,26.922524562864275,38.620696086594506,1.6022248126561196
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.02,9.123333333333333,10.4,6.68e-05,0.0,0.0,0.0,62.70891364902507,8.521914491948916e-06,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.825,5.6,77.85,81.1,26.00476,30.00476,0.0,0.0,62.70891364902507,3.317520076401999,3.827814357357024,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,6.68,11.84,56.4,59.4,23.4,29.5,62.4,0.0,62.70891364902507,2.985221543586896,3.7634203220433093,0.9950738478622987
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,3.3925,5.61,156.75,164.0,393.5,284.03999999999996,440.0,0.0,62.70891364902507,50.20019988895058,36.23599689061632,7.016546363131593
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,5.015,11.25,232.0,259.0,260.9,335.1,119.0,0.0,62.70891364902507,33.2839444752915,42.74990338700722,1.8976568573014991
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.0,9.033333333333333,10.9,0.002883,0.0,0.0,0.0,62.232204561161026,0.0003706119711271516,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,1.96,6.54,77.44999999999999,80.3,27.00146,30.400432,0.0,0.0,62.232204561161026,3.471059422098834,3.908000009239311,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,5.41,10.05,56.1,58.3,23.4,29.3,62.2,0.0,62.232204561161026,3.0080888395335923,3.766538589672404,0.999482509716824
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,3.7775,5.94,157.0,168.0,393.6,284.78,440.0,0.0,62.232204561161026,50.59759689061632,36.60869827873403,7.070294280955024
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,5.43,12.19,228.5,248.0,262.9,338.2,119.0,0.0,62.232204561161026,33.79600666296501,43.475882287617985,1.9121932259855634
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.03,9.103333333333333,10.5,0.002163,0.0,0.0,0.0,62.4047124047124,0.00027728675180455303,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,1.895,6.03,79.0,81.4,26.10528,30.10462,0.0,0.0,62.4047124047124,3.346578037978901,3.859275216879512,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,6.395,11.38,56.8,58.9,23.4,29.4,62.2,0.0,62.4047124047124,2.9997734591893392,3.76894614103276,0.9967196002220989
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,3.4875,5.08,156.75,167.0,393.3,283.94,440.0,0.0,62.4047124047124,50.419269294836205,36.39981521377013,7.050749583564687
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,4.835,11.0,234.5,258.0,261.9,336.1,119.0,0.0,62.4047124047124,33.5743875624653,43.086489727928935,1.9069072737368131
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.0,9.026666666666666,9.85,0.0,0.0,0.0,0.0,62.4047124047124,0.0,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.85,5.34,76.65,80.1,26.904639999999997,30.404639999999997,0.0,0.0,62.4047124047124,3.44905235047196,3.897736414880622,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,5.34,10.46,56.900000000000006,60.1,23.4,29.3,62.3,0.0,62.4047124047124,2.9997734591893392,3.7561265963353696,0.9983220433092727
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,3.2575000000000003,4.92,157.0,168.0,393.8,284.93,440.0,0.0,62.4047124047124,50.48336701832316,36.5267287062743,7.050749583564687
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,5.5600000000000005,12.59,230.5,245.0,264.0,338.1,119.0,0.0,62.4047124047124,33.8435980011105,43.342880621876745,1.9069072737368131
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.0,9.37,10.8,0.00072,0.0,0.0,0.0,62.75261324041812,9.178900610771794e-05,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,2.02,6.29,80.15,83.6,26.105,30.00476,0.0,0.0,62.75261324041812,3.3279888950583008,3.8251487484730706,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,5.805,11.77,56.4,59.3,23.5,29.5,62.6,0.0,62.75261324041812,2.995891171571349,3.7607995558023317,0.9975680177679067
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,3.39,5.81,155.25,165.0,393.8,283.53,440.0,0.0,62.75261324041812,50.203486951693506,36.145745696835085,7.011660188784009
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,5,peer,2,5.445,12.42,230.5,257.0,261.9,336.2,119.0,0.0,62.75261324041812,33.388250971682396,42.86036646307607,1.8963353692393115
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,1,ca,3,0.0,0.0,10.11,11.0,0.0,0.0,0.0,0.0,62.411642411642404,0.0,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,1,chaincode,2,2.06,7.21,64.8,82.0,44.60486,34.00462,0.0,0.0,62.411642411642404,5.717505039307129,4.3587534230513,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,1,couchdb,2,6.83,11.45,66.35,73.0,41.2,17.04,75.8,0.0,62.411642411642404,5.281065956029315,2.1842078614257163,1.2145169886742173
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,1,orderer,4,3.09,4.87,126.0,162.0,495.2,357.14,560.0,0.0,62.411642411642404,63.475336442371756,45.77863824117256,8.972684876748835
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,1,peer,2,5.55,12.2,194.0,241.0,309.6,445.4,149.4,0.0,62.411642411642404,39.68490339773485,57.091912058627585,2.3937841439040644
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,2,ca,3,0.0,0.0,9.866666666666667,11.0,0.00072,0.0,0.0,0.0,62.491325468424705,9.217279289283732e-05,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,2,chaincode,2,2.11,8.63,64.4,81.3,44.60526,34.00485,0.0,0.0,62.491325468424705,5.710265822098834,4.353224995002776,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,2,couchdb,2,7.300000000000001,13.82,66.9,73.3,41.2,17.04,75.8,0.0,62.491325468424705,5.274332037756802,2.181422765130483,1.2129683509161577
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,2,orderer,4,3.125,5.83,128.0,164.0,495.1,357.66999999999996,560.0,0.0,62.491325468424705,63.38159689061633,45.788115047195994,8.961243753470294
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,2,peer,2,5.415,12.13,193.5,250.0,309.7,445.4,149.4,0.0,62.491325468424705,39.64710272071071,57.01911382565241,2.390731815657968
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,3,ca,3,0.0,0.0,10.256666666666666,10.5,0.00072,0.0,0.0,0.0,62.840195394277735,9.166107717934481e-05,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,3,chaincode,2,1.76,5.73,64.45,81.4,44.305119999999995,33.80471,0.0,0.0,62.840195394277735,5.640354199666851,4.303577961576902,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,3,couchdb,2,6.925,13.41,66.15,73.8,41.2,17.04,75.8,0.0,62.840195394277735,5.245050527484731,2.1693121599111604,1.2062343142698502
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,3,orderer,4,2.9175,4.96,127.25,165.0,495.0,357.11,560.0,0.0,62.840195394277735,63.016990560799556,45.46262121043865,8.911493614658523
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,3,peer,2,5.225,11.68,197.0,252.0,308.7,444.5,149.4,0.0,62.840195394277735,39.299686840644085,56.587984453081624,2.3774591893392563
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,4,ca,3,0.0,0.01,9.876666666666667,11.1,6.68e-05,0.0,0.0,0.0,62.342342342342334,8.572023121387284e-06,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,4,chaincode,2,2.04,7.94,64.45,81.7,44.50496,34.00472,0.0,0.0,62.342342342342334,5.71104110982659,4.363611468208093,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,4,couchdb,2,7.035,13.66,65.94999999999999,69.9,41.1,17.03,75.6,0.0,62.342342342342334,5.274104046242775,2.1853526011560698,1.2126589595375723
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,4,orderer,4,3.4225,7.29,128.5,167.0,497.1,358.39,556.0,0.0,62.342342342342334,63.789710982658974,45.98993063583816,8.91849710982659
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,4,peer,2,5.42,11.87,195.5,249.0,309.6,444.5,149.2,0.0,62.342342342342334,39.72901734104047,57.03988439306359,2.393236994219653
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,5,ca,3,0.0,0.0,10.436666666666667,10.9,0.0007869999999999999,0.0,0.0,0.0,62.4047124047124,0.00010088981676846196,0.0,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,5,chaincode,2,2.14,7.98,65.45,83.7,43.90509,33.60468,0.0,0.0,62.4047124047124,5.628432636979457,4.3079669730149925,0.0
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,5,couchdb,2,7.125,13.68,65.95,70.8,41.4,17.04,76.0,0.0,62.4047124047124,5.3072915047196005,2.184450416435314,1.2178567462520824
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,5,orderer,4,2.5725,5.82,128.5,171.0,495.3,356.66,560.0,0.0,62.4047124047124,63.495204886174356,45.72218811771239,8.973681288173237
SmartBFT_b100_tps150,SmartBFT,100,150,submitEvidence,SUBMIT,5,peer,2,5.1450000000000005,12.36,198.0,252.0,307.7,443.5,149.4,0.0,62.4047124047124,39.445739033870076,56.854680732926155,2.3940499722376463
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.0,8.946666666666667,9.16,0.00072,0.0,0.0,0.0,80.97231600270088,7.113542361574383e-05,0.0,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.985,9.37,69.55000000000001,99.4,32.10604,39.10563,0.0,0.0,80.97231600270088,3.1720510500333554,3.86360493862575,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,8.825,26.34,64.05,96.9,31.6,40.3,201.2,0.0,80.97231600270088,3.1220547031354235,3.981607738492328,2.4847998665777182
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,3.2275,7.56,163.5,183.0,521.2,375.98,588.0,0.0,80.97231600270088,51.49414276184123,37.14652301534356,7.261741160773849
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,5.635,14.92,388.5,805.0,342.1,439.7,162.8,0.0,80.97231600270088,33.79920613742495,43.44200800533689,2.0105637091394266
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.08,8.843333333333334,9.05,0.0,0.0,0.0,0.0,82.17808219178082,0.0,0.0,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,1.875,8.37,70.3,101.0,32.10629,39.00613,0.0,0.0,82.17808219178082,3.1255331488581435,3.7972295249208203,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,8.24,26.48,64.35,97.1,31.700000000000003,40.3,238.0,0.0,82.17808219178082,3.085980996832806,3.923187197866311,2.896149358226371
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,3.14,7.3,163.75,183.0,521.9,376.44,588.0,0.0,82.17808219178082,50.80673445574263,36.64626771128522,7.155192532088682
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,5.29,14.05,385.5,816.0,342.2,439.7,163.0,0.0,82.17808219178082,33.31301883647274,42.804600766794465,1.9834972495415903
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.0,8.86,9.26,0.0,0.0,0.0,0.0,81.63349347975293,0.0,0.0,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,2.04,9.75,70.5,99.4,31.70594,38.60577,0.0,0.0,81.63349347975293,3.107150131494871,3.783326510173196,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,9.68,23.96,65.55,96.1,31.4,39.9,199.8,0.0,81.63349347975293,3.0771683201614253,3.910159744408945,2.447524802421389
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,2.71,9.69,164.5,185.0,520.1,374.63,584.0,0.0,81.63349347975293,50.96927526483941,36.71336203127627,7.153926349419875
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,5.805,18.41,392.0,820.0,339.3,435.6,161.6,0.0,81.63349347975293,33.251057676139226,42.68836051790819,1.9795796199764584
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.04,9.053333333333333,9.34,0.001803,0.0,0.0,0.0,78.57798165137615,0.00018356287215411557,0.0,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.91,8.07,70.0,97.1,32.10644,39.00567,0.0,0.0,78.57798165137615,3.268746722708698,3.971155194395797,0.0
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,9.275,19.54,63.150000000000006,89.8,31.6,40.3,230.0,0.0,78.57798165137615,3.2171862230005837,4.102930531231757,2.9270286047869236
SmartBFT_b100_tps200,SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,3.0300000000000002,7.85,162.75,186.0,521.3,375.97,588.0,0.0,78.57798165137615,53.0733917104495,38.27738937536486,7.483012259194395
