scenario,rep,scope,phase,mode,consensus,batch,tps,k_fault,fault_family,fault_nodes,round_label,container,cpu_avg,cpu_max,mem_avg_mb,mem_max_mb,traffic_in_mb,traffic_out_mb,disc_read_b,disc_write_mb,SourceFile,SourceFolder,role
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer4.example.com,1.415517,3.4,188.09284,204.05289,54.0,6.28,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer5.example.com,1.718276,4.46,195.718518,207.408333,53.9,54.0,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer6.example.com,1.851379,4.57,184.08294,207.722906,54.1,6.25,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer7.example.com,3.94,8.07,214.509723,238.026752,51.0,370.0,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer8.example.com,1.881379,4.12,191.979803,201.955738,54.8,54.9,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer9.example.com,0.463448,1.96,89.194044,206.988902,71.3,7.54,0.0,132.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,peer0.org1.example.com,6.618966,21.21,298.471735,322.01769,61.0,10.0,0.0,53.9,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,peer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,peer0.org2.example.com,28.466207,56.69,306.936274,346.44951,166.2,140.5,0.0,53.9,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,peer
Raft_b100_tps100_k2_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,ORDERERS_AGG,1.640828,4.007,172.447724,208.645653,572.4,525.3,0.0,1056.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderers_agg
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ca_orderer,0.0,0.0,10.461643,10.461643,0.0014,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ca_org1,0.00069,0.02,10.855292,11.25122,0.001,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ca_org2,0.0,0.0,10.898682,11.670651,0.001,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,couchdb0,25.15931,65.02,70.956053,91.362427,19.366,8.687,0.0,27.02,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,couchdb1,14.573448,47.45,69.583865,80.708895,16.676,5.997,0.0,27.11,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,16.23,44.88,74.105035,79.18846,40.971,30.3038,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.001724,0.02,52.889088,52.900659,0.009,0.0078,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer.example.com,0.513103,2.5,30.457155,98.629059,19.7,2.81,0.0,36.2,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer10.example.com,2.136552,5.12,116.041929,203.528602,68.916,68.862,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer2.example.com,1.994828,4.94,112.45146,209.29577,68.151,7.552,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer3.example.com,1.886897,4.47,109.861115,192.623411,68.642,8.024,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer4.example.com,2.057241,5.18,109.130005,193.252557,68.433,7.776,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer5.example.com,2.02,4.75,113.233553,216.006656,68.741,8.085,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer6.example.com,2.132069,5.09,114.684565,207.408333,68.449,7.884,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer7.example.com,4.748276,9.03,142.82039,237.921894,64.57,529.81,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer8.example.com,2.047931,4.66,112.711434,201.326592,68.258,7.624,0.0,126.619,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer9.example.com,0.48931,2.38,29.963963,105.067315,19.4,2.26,0.0,36.2,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,peer0.org1.example.com,33.601724,61.57,224.010907,346.03008,202.091,191.039,0.0,64.794,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,peer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,peer0.org2.example.com,7.608276,22.64,207.281781,307.12791,66.908,16.976,0.0,64.794,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,peer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ORDERERS_AGG,2.002621,4.812,99.135557,186.506019,583.26,650.687,0.0,1085.38,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderers_agg
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,ca_orderer,0.005517,0.15,9.072967,9.134146,0.0012,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,ca_org1,0.00069,0.02,10.555436,10.726932,0.0012,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,ca_org2,0.000345,0.01,10.895356,11.366564,0.0017,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,couchdb0,15.851724,51.97,63.466328,70.128763,9.4,13.0,0.0,22.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,couchdb1,22.344483,58.21,61.199234,70.128763,11.0,12.22,0.0,22.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.00069,0.01,77.593901,77.594624,0.0,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,14.70931,36.72,72.840959,78.748058,24.648,26.8467,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer.example.com,0.449655,2.21,87.451238,186.961101,71.3,7.79,0.0,132.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer10.example.com,1.525172,3.28,189.098026,204.682035,54.3,6.32,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer2.example.com,1.616207,3.56,189.347515,203.948032,54.6,6.61,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer3.example.com,1.724138,4.11,189.423447,201.536307,54.5,6.58,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer4.example.com,1.648966,3.93,198.531595,221.668966,53.6,53.7,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer5.example.com,1.637241,3.74,189.553615,208.247194,54.7,6.52,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer6.example.com,1.461724,3.31,184.863949,195.559424,54.2,5.99,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer7.example.com,4.107931,8.59,216.841901,238.026752,51.7,418.0,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer8.example.com,1.646897,3.66,187.355221,204.786893,54.2,6.16,0.0,99.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,orderer9.example.com,0.475172,2.7,83.962011,181.613363,71.0,7.28,0.0,132.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,peer0.org1.example.com,6.874828,20.63,290.950914,313.419366,61.0,9.0,0.0,53.8,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,peer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,peer0.org2.example.com,29.177586,56.01,303.277105,336.907469,166.0,140.3,0.0,53.8,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,peer
Raft_b100_tps100_k2_unsplit_highimpact-nested,3,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,retrieveEvidenceAndLog,ORDERERS_AGG,1.62931,3.909,171.642852,204.703007,574.1,524.95,0.0,1056.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderers_agg
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ca_orderer,0.0,0.0,9.530616,9.630122,0.001,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ca_org1,0.0,0.0,11.534336,11.534336,0.0009,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,ca_org2,0.000345,0.01,10.454086,11.555308,0.001,0.0,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,ca
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,couchdb0,29.226552,69.3,70.700056,90.345308,19.367,8.688,0.0,26.92,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,couchdb1,17.15069,49.38,67.43103,82.093015,16.677,5.997,0.0,27.01,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,15.80069,42.02,74.638001,81.474355,40.973,30.3057,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.001379,0.02,52.694921,52.711916,0.009,0.0078,0.0,0.0,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer.example.com,0.506207,1.89,30.357721,103.085507,19.6,2.56,0.0,36.3,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer10.example.com,1.704828,4.57,112.477493,214.748365,68.357,7.783,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer2.example.com,1.571724,4.24,110.340929,196.503142,68.647,8.088,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer3.example.com,2.045517,5.76,117.906224,210.344346,68.734,129.575,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer4.example.com,1.618966,4.63,109.075407,200.802304,68.537,7.95,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer5.example.com,1.696897,5.14,110.154355,199.963443,68.428,7.881,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer6.example.com,1.681379,4.38,110.681897,191.155405,68.659,8.072,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer7.example.com,4.029655,9.23,142.651533,234.985882,64.36,468.89,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k2_unsplit_highimpact-nested,4,SUBMIT,UNSPLIT,unsplit,Raft,100,100,2,highimpact-nested,orderer.example.com|orderer9.example.com,submitEvidence,orderer8.example.com,1.716897,4.45,109.445662,210.763776,67.854,7.279,0.0,126.623,Raft_b100_tps100_k2_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k2_unsplit_highimpact-nested,orderer
