consensus,batch,tps,fault_profile,round_label,phase,rep,role,role_count,cpu_avg_mean,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.0026666666666666666,0.030199999999999998,0.0,0.0,60,0.004026666666666666,0.0
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,5.297000000000001,22.453,26.1502,0.0,60,2.993733333333333,3.4866933333333336
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,20.9155,20.7,25.71,53.4,60,2.76,3.428
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,9.602199899999999,1565.2,1034.09,1083.0,60,208.69333333333333,137.87866666666665
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,19.394167,236.7,490.7,110.6,60,31.56,65.42666666666666
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,1,ca,3,0.002758333333333333,0.0046,0.0,0.0,60,0.0006133333333333334,0.0
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,1,chaincode,2,7.9515515,40.585,30.2216,0.0,60,5.411333333333333,4.029546666666667
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,1,couchdb,2,24.239138,36.161,14.853000000000002,61.790000000000006,60,4.821466666666667,1.9804000000000002
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,1,orderer,10,9.724586200000001,940.18,592.0450000000001,963.42,60,125.35733333333333,78.93933333333334
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,1,peer,2,25.7537935,281.89,644.041,130.654,60,37.58533333333333,85.87213333333334
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,2,ca,3,0.0027586666666666666,0.0042,0.0,0.0,60,0.00056,0.0
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,2,chaincode,2,7.5881035,40.598,30.2955,0.0,60,5.4130666666666665,4.0394
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,2,couchdb,2,25.135345,36.163,14.873999999999999,62.19,60,4.8217333333333325,1.9831999999999999
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,2,orderer,10,11.1506552,928.745,580.356,963.736,60,123.83266666666667,77.3808
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,2,peer,2,27.859138,281.86,643.643,130.654,60,37.58133333333333,85.81906666666667
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,3,ca,3,0.0021426666666666664,0.006,0.0,0.0,60,0.0008,0.0
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,3,chaincode,2,9.265,39.585,29.812299999999997,0.0,60,5.2780000000000005,3.974973333333333
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,3,couchdb,2,29.165536000000003,36.108999999999995,14.93,62.03,60,4.814533333333332,1.9906666666666666
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,3,orderer,10,14.4646071,1062.688,712.728,970.715,60,141.69173333333336,95.0304
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,3,peer,2,28.6732145,279.3,641.491,130.79,60,37.24,85.53213333333333
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,4,ca,3,0.002643666666666667,0.0054,0.0,0.0,60,0.00072,0.0
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,4,chaincode,2,7.9494825,40.385,30.11484,0.0,60,5.384666666666666,4.015312
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,4,couchdb,2,24.406896500000002,36.162000000000006,14.863,61.989999999999995,60,4.821600000000001,1.9817333333333333
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,4,orderer,10,11.429793,937.6419999999999,589.295,963.732,60,125.01893333333332,78.57266666666666
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,4,peer,2,27.102069,282.02,643.932,130.654,60,37.602666666666664,85.8576
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,5,ca,3,0.0025286666666666665,0.0027,0.0,0.0,60,0.00036,0.0
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,5,chaincode,2,7.893621,40.384,30.113699999999998,0.0,60,5.384533333333334,4.01516
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,5,couchdb,2,23.782586000000002,36.161,14.873000000000001,61.89,60,4.821466666666667,1.9830666666666668
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,5,orderer,10,9.7584137,936.707,584.869,963.136,60,124.89426666666667,77.98253333333334
SmartBFT,100,100,limited-impact,submitEvidence,UNSPLIT,5,peer,2,26.963448,281.89,643.5699999999999,130.654,60,37.58533333333333,85.80933333333333
