scenario,rep,scope,phase,mode,consensus,batch,tps,k_fault,fault_profile,fault_nodes,round_label,container,cpu_avg,cpu_max,mem_avg_mb,mem_max_mb,traffic_in_mb,traffic_out_mb,disc_read_b,disc_write_mb,SourceFile,SourceFolder,role
Raft_b100_tps100_k3_unsplit_limited-impact,5,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,limited-impact,orderer8.example.com|orderer9.example.com|orderer10.example.com,retrieveEvidenceAndLog,peer0.org1.example.com,7.226,13.27,258.337669,276.824064,62.0,9.0,0.0,54.3,Raft_b100_tps100_k3_unsplit_limited-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_limited-impact,peer
Raft_b100_tps100_k3_unsplit_limited-impact,5,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,limited-impact,orderer8.example.com|orderer9.example.com|orderer10.example.com,retrieveEvidenceAndLog,peer0.org2.example.com,27.514333,48.45,268.197779,301.4656,166.8,141.1,0.0,54.3,Raft_b100_tps100_k3_unsplit_limited-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_limited-impact,peer
Raft_b100_tps100_k3_unsplit_limited-impact,5,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,limited-impact,orderer8.example.com|orderer9.example.com|orderer10.example.com,retrieveEvidenceAndLog,ORDERERS_AGG,1.4394,3.587,152.701327,190.421402,434.3,482.85,0.0,782.0,Raft_b100_tps100_k3_unsplit_limited-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_limited-impact,orderers_agg
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_orderer,0.000714,0.03,9.841335,10.301211,0.0012,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org1,0.005714,0.24,10.70671,11.125391,0.0012,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org2,0.000476,0.02,10.156881,10.420748,0.0012,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb0,20.126429,127.64,59.662477,74.071409,19.403,8.763,0.0,31.07,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,couchdb
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb1,12.303333,126.37,58.51079,72.183972,16.709,6.079,0.0,31.16,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,couchdb
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,10.070238,26.76,74.109108,76.451676,41.24,30.4807,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,chaincode
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.002143,0.03,52.580594,52.596572,0.011,0.0096,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,chaincode
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer.example.com,4.162143,28.37,24.523197,89.915392,29.4,169.0,0.0,37.6,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer10.example.com,8.117857,39.96,123.6718,256.062259,147.651,111.595,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer2.example.com,3.606429,27.36,21.371477,80.383836,38.7,2.44,0.0,37.6,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer3.example.com,3.27119,25.76,20.638722,85.626716,38.7,2.33,0.0,37.6,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer4.example.com,19.025714,238.2,125.91725,226.072986,281.651,334.607,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer5.example.com,9.744286,51.64,124.362362,261.409997,142.655,44.109,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer6.example.com,11.688333,65.71,123.766671,271.581184,147.653,43.408,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer7.example.com,9.842619,51.68,123.761178,259.207987,147.651,43.408,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer8.example.com,9.717619,50.71,121.037627,272.000614,142.646,112.595,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer9.example.com,10.631905,66.31,124.440256,262.668288,147.653,43.409,0.0,138.517,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org1.example.com,30.996905,97.13,263.964028,417.542963,224.18,630.297,0.0,73.695,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,peer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org2.example.com,6.531429,46.56,153.047157,259.627418,75.66,17.188,0.0,73.695,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,peer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ORDERERS_AGG,8.98081,64.57,93.349054,206.492926,1264.36,906.901,0.0,1082.419,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderers_agg
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_orderer,0.0,0.0,9.099617,9.228517,0.0008,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_org1,0.0,0.0,9.580939,10.363077,0.0007,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_org2,0.000952,0.03,9.744092,11.219763,0.0008,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,couchdb0,16.335714,128.98,57.261986,62.537073,9.5,13.09,0.0,25.6,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,couchdb
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,couchdb1,20.609524,93.7,56.43486,61.94987,11.0,12.23,0.0,25.6,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,couchdb
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.00119,0.01,80.29995,80.29995,0.0,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,chaincode
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,10.217857,27.68,73.071017,76.504105,24.752,26.9518,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,chaincode
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer.example.com,3.823571,17.88,58.320798,181.089075,76.9,587.0,0.0,131.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer10.example.com,9.78381,52.32,179.990567,257.110835,116.0,34.57,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer2.example.com,3.009524,17.03,52.533658,163.368141,133.0,4.62,0.0,131.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer3.example.com,3.845714,20.62,52.665978,165.15072,133.0,4.57,0.0,131.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer4.example.com,17.846905,225.13,181.30628,255.118541,222.0,261.9,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer5.example.com,11.847143,64.97,184.744112,293.286707,112.0,35.18,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer6.example.com,9.770952,50.63,185.802674,286.995251,116.0,87.7,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer7.example.com,10.381905,56.9,185.632904,272.524902,116.0,87.7,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer8.example.com,11.770238,64.2,180.125384,266.338304,112.0,35.26,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer9.example.com,11.72381,62.7,186.956108,292.657562,116.0,34.63,0.0,108.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,peer0.org1.example.com,7.008571,36.3,236.848353,281.228083,67.0,10.0,0.0,60.3,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,peer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,peer0.org2.example.com,31.855476,61.84,335.499381,489.78985,184.7,487.8,0.0,60.3,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,peer
SmartBFT_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ORDERERS_AGG,9.380357,63.238,144.807846,243.364004,1252.9,1173.13,0.0,1149.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderers_agg
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_orderer,0.003636,0.15,8.904507,8.904507,0.0011,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org1,0.0,0.0,10.083607,10.436477,0.0011,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org2,0.009318,0.22,9.737172,9.9038,0.0012,0.0,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,ca
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb0,11.680682,50.74,58.586801,68.167926,8.466,4.772,0.0,9.35,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,couchdb
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb1,3.814545,26.19,54.563605,61.855498,5.756,2.092,0.0,9.44,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,couchdb
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,9.513636,26.32,76.67855,79.911977,41.077,30.3051,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,chaincode
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.003409,0.11,53.522417,53.529805,0.012,0.0099,0.0,0.0,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,chaincode
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer.example.com,4.388864,22.76,25.484686,108.422758,32.5,168.0,0.0,37.3,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer10.example.com,7.330227,21.99,133.955822,280.07465,106.553,115.717,0.0,42.748,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer2.example.com,3.863864,24.61,18.899152,78.674657,38.5,2.57,0.0,37.3,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer3.example.com,2.614773,16.77,20.82186,79.482061,38.5,2.55,0.0,37.4,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer4.example.com,18.354545,504.16,134.75131,282.276659,350.555,114.714,0.0,43.544,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer5.example.com,9.224318,107.33,135.876623,319.186534,349.552,121.73,0.0,43.548,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer6.example.com,7.626818,22.65,137.552438,283.430093,111.552,94.527,0.0,43.548,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer7.example.com,7.445455,21.36,140.283025,275.67063,111.555,94.53,0.0,42.748,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer8.example.com,7.395227,20.6,132.648677,253.965107,111.549,93.729,0.0,41.848,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer9.example.com,6.213636,16.4,129.832059,244.003635,106.554,95.232,0.0,42.744,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org1.example.com,26.917727,77.41,270.916292,382.101094,171.39,617.45,0.0,22.427,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,peer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org2.example.com,2.915227,20.07,137.218085,173.958758,23.35,6.041,0.0,22.427,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,peer
SmartBFT_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,SmartBFT,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ORDERERS_AGG,7.445773,77.863,101.010565,220.518678,1357.37,903.299,0.0,412.728,SmartBFT_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,SmartBFT_b100_tps100_k3_unsplit_high-impact,orderers_agg
